pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,bikes_prohibited
U1040P23,U1040N6,U1040S1E4,4,0,25,,,0
U1040P24,U1040S1E6,U1040N12,6,0,,,,0
U1040P25,U1040N12,U1040S1E6,7,0,,,,0
U1040P27,U1040N13,U1040N3,7,0,,,,0
U1040P29,U1040N14,U1040N4,7,0,,,,0
U1040P28,U1040N4,U1040N14,6,0,,,,0
U1040P26,U1040N3,U1040N13,6,0,,,,0
U1040K1P1,U1040K1B1,U1040K1B4,1,1,,,,0
U1040K1P4,U1040K1B4,U1040K1B5,1,1,,,,0
U1040K2P4,U1040K2B2,U1040K2B5,1,1,,,,0
U1040K2P1,U1040K2B1,U1040K2B2,1,1,,,,0
U1040P30,U1040K1B4,U1040N2,1,1,,,,0
U1040P31,U1040K2B2,U1040N2,1,1,,,,0
U458P1,U458K1B3,U458N13,1,1,,,,0
U458P2,U458K2B3,U458N13,1,1,,,,0
U458P4,U458K2B5,U458N7,1,1,,"BUS Braník, Chuchle, Modřany",,0
U458P5,U458K1B1,U458N7,1,1,,"BUS Braník, Chuchle, Modřany",,0
U458P6,U458K1B5,U458N2,1,1,,,,0
U458P7,U458K2B1,U458N2,1,1,,,,0
U458P8,U458N17,U458N13,2,1,,,"TRAM centrum, Barrandov",0
U458P9,U458N3,U458N4,1,1,,"ul. Nádražní, Pošta",piktogram whealchair - invalidní vozík,0
U458P10,U458N8,U458N10,1,1,,,,0
U458P11,U458N3,U458N14,1,1,,,,0
U458P12,U458S1E10,U458N9,2,1,,,,0
U458P13,U458N10,U458N11,2,1,,"TRAM centrum, Barrandov",,0
U458P14,U458S1E9,U458N10,2,1,,"BUS Chuchle, Kačerov",,0
U458P15,U458N10,U458N12,2,1,,Příjezd vlaků - ČD,,0
U458P16,U458N7,U458N18,2,1,,,,0
U458P17,U458S1E2,U458N4,2,1,,,,0
U458P18,U458N1,U458N14,2,1,,,,0
U458P19,U458S1E5,U458N1,2,1,,,"TRAM centrum, Malostranská",0
U458P20,U458S1E6,U458N15,2,1,,,,0
U458P21,U458S1E7,U458N12,2,1,,,Vlak/Train  Příchod k vlakům,0
U458P22,U458S1E8,U458N12,2,1,,,"TRAM, BUS, Nádražní třída",0
U458P23,U458N9,U458N11,1,1,,,ulice Nádražní,0
U458P24,U458N2,U458N16,2,1,,"TRAM centrum, Malostranská",,0
U458P25,U458S1E3,U458N6,4,1,25,,"BUS Mníšek pod Brdy, Dobříš, Davle",0
U458P26,U458S1E4,U458N6,4,1,25,,"Odbavovací hala, Praha - Smíchov",0
U458P27,U458N2,U458N16,5,1,120,"TRAM centrum, Malostranská",,1
U458P28,U458S1E2,U458N4,5,1,120,,,1
U458P29,U458N5,U458N6,1,1,,"BUS Mníšek p.B., Dobříš, Praha - Smíchov",,0
U458P30,U458N1,U458N15,1,1,,,,0
U458P31,U458N5,U458N14,1,1,,"TRAM centrum, Malostranská",,0
U458P36,U458N8,U458N18,6,0,,,,0
U458P37,U458N18,U458N8,7,0,,,,0
U458P34,U458N5,U458N17,6,0,,,,0
U458P35,U458N17,U458N5,7,0,,,,0
U458P32,U458N3,U458N16,6,0,,,,0
U458P33,U458N16,U458N3,7,0,,,,0
U458K1P3,U458K1B3,U458K1B4,1,1,,,,0
U458K1P1,U458K1B1,U458K1B3,1,1,,,,0
U458K1P4,U458K1B4,U458K1B5,1,1,,,,0
U458K2P2,U458K2B2,U458K2B3,1,1,,,,0
U458K2P4,U458K2B3,U458K2B5,1,1,,,,0
U458K2P1,U458K2B1,U458K2B2,1,1,,,,0
U818P1,U818N7,U818N1,1,1,,,,0
U818P2,U818N10,U818N2,1,1,,,,0
U818P5,U818N2,U818N3,2,1,,E2 - E3,,0
U818P6,U818N2,U818N4,2,1,,2. kolej - Černý Most,1. kolej - Zličín,0
U818P7,U818N1,U818N6,2,1,,2. kolej - Černý Most,1. kolej - Zličín,0
U818P8,U818N1,U818N5,2,1,,E2 - E3,,0
U818P9,U818S1E1,U818N1,1,1,,,,0
U818P10,U818S1E2,U818N6,1,1,,,,0
U818P11,U818S1E3,U818N4,1,1,,,,0
U818P12,U818S1E4,U818N2,1,1,,,,0
U818P13,U818S1E7,U818N5,1,1,,,,0
U818P14,U818S1E6,U818N3,1,1,,,,0
U818P15,U818S1E5,U818N3,1,1,,,,0
U818P16,U818N3,U818N5,1,1,,,,0
U818P21,U818N7,U818N8,6,0,,,,0
U818P22,U818N10,U818N9,6,0,,,,0
U818P23,U818N6,U818N12,6,0,,,,0
U818P24,U818N4,U818N13,6,0,,,,0
U818P25,U818N8,U818N7,7,0,,,,0
U818P26,U818N9,U818N10,7,0,,,,0
U818P27,U818N13,U818N4,7,0,,,,0
U818P28,U818N12,U818N6,7,0,,,,0
U818P3,U818K2B5,U818N12,1,1,,,,0
U818P4,U818K2B1,U818N13,1,1,,,,0
U818P18,U818K1B1,U818N8,1,1,,,,0
U818P19,U818K1B5,U818N9,1,1,,,,0
U818K1P1,U818K1B1,U818K1B5,1,1,,,,0
U818K2P4,U818K2B1,U818K2B5,1,1,,,,0
U458P38,U458N19,U458N17,2,1,,"TRAM centrum, Barrandov",,0
U458P39,U458N19,U458K1B4,1,1,,,,0
U458P40,U458N19,U458K2B2,1,1,,,,0
U957P2,U957K1B4,U957N1,1,1,,,,0
U957P3,U957K2B2,U957N1,1,1,,,,0
U957P4,U957S1E1,U957N3,1,1,,,,0
U957P5,U957N1,U957N2,2,1,,E1,,0
U957P6,U957N3,U957N2,6,0,,,,0
U957P7,U957N2,U957N3,7,0,,,,0
U685P2,U685K2B1,U685N1,1,1,,,,0
U685P3,U685K1B5,U685N1,1,1,,,,0
U685P4,U685S1E1,U685N2,1,1,,,Malvazinky,0
U685P6,U685N1,U685N3,4,1,50,E1-E2,,0
U685P7,U685N2,U685N3,6,0,,,,0
U685P8,U685N3,U685N2,7,0,,,,0
U685P5,U685S1E2,U685N2,1,1,,,Malvazinky,0
U602P2,U602K1B5,U602N1,1,1,,"Motol, Vypich, Anděl",,0
U602P3,U602K2B1,U602N1,1,1,,"Motol, Vypich, Anděl",,0
U602P4,U602K1B1,U602N2,1,1,,,,0
U602P5,U602K2B5,U602N2,1,1,,,,0
U602P6,U602S1E2,U602N3,1,1,,,"Nemocnice Motol, Vypich, Bavorská",0
U602P7,U602S1E1,U602N3,1,1,,,"Velká - Malá Ohrada, Nemocnice Na Homolce",0
U602P8,U602S1E8,U602N4,1,1,,,ulice Petržílkova,0
U602P9,U602S1E10,U602N4,1,1,,,"ulice Seydlerova, ulice Fingerova",0
U602P10,U602N2,U602N6,2,1,,"ulice Seydlerova, ulice Petržílkova",,0
U602P11,U602N1,U602N5,2,1,,"Velká Ohrada, Malá Ohrada, Jinonice, Anděl",,0
U602P12,U602S1E6,U602N4,2,1,,,zájezdová doprava,0
U602P13,U602N2,U602N6,5,1,120,"ulice Seydlerova, ulice Petržílkova",,1
U602P14,U602N3,U602N5,6,0,,,,0
U602P15,U602N5,U602N3,7,0,,,,0
U602P16,U602N4,U602N6,6,0,,,,0
U602P17,U602N6,U602N4,7,0,,,,0
U602K1P1,U602K1B1,U602K1B5,1,1,,,,0
U602K2P4,U602K2B1,U602K2B5,1,1,,,,0
U1154P1,U1154K2B5,U1154N3,1,1,,,,0
U1154P2,U1154K1B1,U1154N3,1,1,,,,0
U1154P3,U1154S1E1,U1154N4,1,1,,,E1 ul. Petržíkova,0
U1154P4,U1154S1E2,U1154N4,1,1,,,E2 ul. Volutová,0
U1154P5,U1154S1E3,U1154N4,1,1,,,E3 ul. V Hůrkách,0
U1154P6,U1154N6,U1154N4,1,1,,,,0
U1154P7,U1154N1,U1154N2,5,1,90,,,1
U1154P8,U1154N3,U1154N5,2,1,,E1 - E3 ul. Petržílkova,,0
U1154P9,U1154N2,U1154N3,1,1,,,Výtah/Lift,0
U1007P2,U1007K2B1,U1007N1,1,1,,,,0
U1007P3,U1007K1B5,U1007N1,1,1,,,,0
U1007P4,U1007N1,U1007N3,1,1,,"Výtah, Lift",,0
U1007P5,U1007S1E1,U1007N2,1,1,,,"E1 ul. Mukařovského, BUS Velká - Malá Ohrada",0
U1007P6,U1007N5,U1007N2,1,1,,,,0
U1007P7,U1007N3,U1007N4,5,1,100,,,1
U1007P8,U1007N1,U1007N6,2,1,,"E1 - E3, ulice Mukařovského",,0
U1007P9,U1007N6,U1007N4,1,1,,,,0
U258P2,U258K1B5,U258N1,1,1,,,,0
U258P3,U258K2B1,U258N1,1,1,,,,0
U258P4,U258N1,U258N3,1,1,,Výtah/Lift,,0
U258P5,U258S1E2,U258N2,1,1,,,E2 ul. Zázvorkova,0
U258P6,U258S1E1,U258N2,1,1,,,E1 ul. Archeologická,0
U258P7,U258N1,U258N4,2,1,,E1 - E2,,0
U258P8,U258N5,U258N3,5,1,70,,,1
U1140P2,U1140N11,U1140K1B3,1,1,,,,0
U1140P3,U1140N11,U1140K2B3,1,1,,,,0
U1140P4,U1140K1B1,U1140N1,1,1,,,,0
U1140P5,U1140K2B5,U1140N1,1,1,,,,0
U1140P7,U1140K1B5,U1140N5,1,1,,,,0
U1140P8,U1140K2B1,U1140N5,1,1,,,,0
U1140P9,U1140N6,U1140N7,7,0,,,,0
U1140P10,U1140N8,U1140N10,1,1,,,,0
U1140P11,U1140S1E4,U1140N12,1,1,,,E4,0
U1140P12,U1140N9,U1140N10,1,1,,,,0
U1140P13,U1140S1E1,U1140N8,1,1,,,,0
U1140P14,U1140S1E2,U1140N8,2,1,,,E2,0
U1140P15,U1140S1E3,U1140N9,2,1,,,E3,0
U1140P16,U1140N5,U1140N6,2,1,,E2 - E4,,0
U1140P17,U1140N1,U1140N2,2,1,,E1,,0
U1140P18,U1140S1E6,U1140N3,4,1,30,,E1,0
U1140P19,U1140N10,U1140N12,1,1,,BUS,,0
U1140P20,U1140N4,U1140S1E5,5,1,100,E5,,1
U1141P2,U1141K2B5,U1141N1,1,1,,"E1 BUS Terminal, P+R",,0
U1141P3,U1141K1B1,U1141N1,1,1,,"E1 BUS Terminal, P+R",,0
U1141P7,U1141N1,U1141N4,5,1,100,,,1
U1141P8,U1141N1,U1141N4,2,1,,,,0
U1141P10,U1141N2,U1141S1E1,1,1,,,,0
U1007P11,U1007N5,U1007S1E3,1,1,,E3 ul. Kettnerova,,0
U1007P12,U1007N5,U1007S1E2,1,1,,E2 ul. U Jezera,,0
U1007P13,U1007N5,U1007S1E4,1,1,,E2 - E3 ,,0
U1007P14,U1007S1E21,U1007N2,1,1,,,,0
U1140P21,U1140N2,U1140N3,7,0,,,,0
U1140P23,U1140N4,U1140N11,6,0,,,,0
U1007P16,U1007N6,U1007N2,7,0,,,,0
U258P10,U258N4,U258N2,7,0,,,,0
U258P11,U258S1E3,U258N5,6,0,,,,0
U1154P14,U1154N1,U1154N6,7,0,,,,0
U1154P12,U1154N4,U1154N5,7,0,,,,0
U286K1P1,U286K1B1,U286K1B5,1,1,,,,0
U286K2P4,U286K2B1,U286K2B5,1,1,,,,0
U258P9,U258N2,U258N4,6,0,,,,0
U258P12,U258N5,U258S1E3,7,0,,,,0
U1154P11,U1154N5,U1154N4,6,0,,,,0
U1154P13,U1154N6,U1154N1,6,0,,,,0
U1007P15,U1007N2,U1007N6,6,0,,,,0
U1140K1P1,U1140K1B1,U1140K1B3,1,1,,,,0
U1140K1P4,U1140K1B3,U1140K1B5,1,1,,,,0
U1140K2P4,U1140K2B3,U1140K2B5,1,1,,,,0
U1140K2P1,U1140K2B1,U1140K2B3,1,1,,,,0
U1140P6,U1140N3,U1140N2,6,0,,,,0
U1140P22,U1140N7,U1140N6,6,0,,,,0
U1140P24,U1140N11,U1140N4,7,0,,,,0
U1141P4,U1141N4,U1141N2,7,0,,,,0
U1141P5,U1141N2,U1141N4,6,0,,,,0
U157P2,U157K2B1,U157N3,1,1,,"Výtah, Lift",,0
U157P3,U157K1B5,U157N3,1,1,,"Výtah, Lift",,0
U157P4,U157K2B5,U157N4,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0
U157P5,U157K1B1,U157N4,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0
U157P6,U157N1,U157N11,1,1,,,"Evropská, Arabská, Lift",0
U157P7,U157N4,U157N5,4,1,55,,,0
U157P8,U157N6,U157N9,1,1,,,,0
U157P9,U157N6,U157N8,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0
U157P10,U157N6,U157N7,1,1,,"Evropská ulice, Liberijská ulice, Kladenská ulice",,0
U157P11,U157S1E9,U157N8,2,1,,,"TRAM Červený vrch, Vozovna Vokovice",0
U157P12,U157S1E8,U157N8,2,1,,,"Horoměřická, BUS Hanspaulka, Nebušice, Horoměřice",0
U157P13,U157S1E5,U157N7,2,1,,,Evropská,0
U157P14,U157S1E6,U157N7,1,1,,,"Liberijská, Kladenská, Africká",0
U157P15,U157S1E1,U157N1,2,1,,,,0
U157P16,U157S1E4,U157N2,1,1,,,,0
U157P17,U157S1E11,U157N1,5,1,40,,,0
U157P18,U157N2,U157S1E3,5,1,40,,"Evropská ulice, Lift",0
U157P19,U157N10,U157N3,5,1,120,"Lift, Výtah","Lift,Výtah",0
U157P20,U157N5,U157N12,1,1,,,,0
U157P21,U157S1E10,U157N9,2,1,,,"TRAM Dejvice, centrum",0
U157P22,U157S1E8,U157N8,5,1,40,,"Horoměřická, BUS Hanspaulka, Nebušice, Horoměřice",1
U321P1,U321S1E3,U321N1,2,1,,,,0
U321P2,U321S1E4,U321N2,2,1,,,,0
U321P3,U321S1E5,U321N3,2,1,,,,0
U321P4,U321N3,U321S1E5,4,0,44,,,0
U321P5,U321S1E51,U321N4,5,1,100,,,1
U321P6,U321S1E1,U321N5,2,1,,,,0
U321P7,U321S1E11,U321N5,5,1,100,,,1
U321P9,U321S1E7,U321N7,2,1,,,,0
U321P10,U321S1E6,U321N8,2,1,,,,0
U321P11,U321N7,U321N9,1,1,,,"E7 Jugosl. partyzánů, BUS",0
U321P12,U321N8,U321N9,1,1,,,"E6 Vítězné náměstí, TRAM",0
U321P13,U321N6,U321N15,5,1,80,"Výtah, Lift","E1 Výtah, Lift",1
U321P15,U321N15,U321N14,2,1,,,,0
U321P16,U321N13,U321N12,4,1,29,,,0
U321P17,U321N1,U321N11,1,1,,,"E3 ul. Evropská, TRAM Bořislavka",0
U321P18,U321N2,U321N11,1,1,,,"E4 ul. Evropská, TRAM Smíchov",0
U321P19,U321N3,U321N11,1,1,,,"E5 ul. Evropská, Banskobystrická",0
U321P20,U321N4,U321N11,1,1,,,E5 Výtah/Lift,0
U321P22,U321N5,U321N9,1,1,,"E7 Vítězné náměstí, Výtah/Lift Metro A Dejvická","E1 Park Vítězství, Výtah/Lift",0
U321P23,U321S1E2,U321N17,2,1,,,,0
U321P24,U321N11,U321N17,1,1,,E2 ul. Šolínova,,0
U321P28,U321K1B5,U321N12,1,1,,E1 - E5 ul. Evropská,,0
U321P29,U321K1B1,U321N14,1,1,,E6 -E7 Vítězné náměstí,,0
U321P30,U321K2B1,U321N12,1,1,,E1 - E5 ul. Evropská,,0
U321P31,U321K2B5,U321N14,1,1,,E6 -E7 Vítězné náměstí,,0
U1071P1,U1071N5,U1071K2B5,1,1,,,E1,0
U1071P2,U1071N5,U1071K1B1,1,1,,,E1,0
U118P1,U118K2B2,U118N1,1,1,,E1 - E6 ul. Vinohradská,,0
U118P2,U118K1B4,U118N1,1,1,,E1 - E6 ul. Vinohradská,,0
U118P4,U118N2,U118N3,1,1,,E2 - E6 ul. Vinohradská,,0
U118P5,U118N3,U118N4,1,1,,,,0
U118P6,U118S1E1,U118N2,2,1,,,E1 ul. Jičínská,0
U118P7,U118S1E6,U118N3,2,1,,,E6 ul. Vinohradská,0
U118P8,U118S1E5,U118N3,2,1,,,E5 TRAM centrum,0
U118P9,U118S1E4,U118N3,2,1,,,E4 TRAM Žižkov,0
U118P10,U118S1E3,U118N4,2,1,,,E3 ul. Vinohradská,0
U118P11,U118S1E2,U118N4,2,1,,,"E2 ul. Jičínská, Slezská",0
U118P12,U118N1,U118N5,4,1,60,,,0
U118P13,U118N2,U118N6,1,1,,,,0
U118P14,U118S1E7,U118N6,1,1,,,,0
U163P2,U163K2B4,U163N1,1,1,,,,0
U163P3,U163K1B2,U163N1,1,1,,,,0
U163P4,U163N7,U163N10,1,1,,"Praha - Dejvice, BUS Hanspaulka",,0
U163P5,U163N7,U163N11,1,1,,,,0
U163P6,U163N7,U163N9,1,1,,Dálková doprava,,0
U163P7,U163N7,U163N8,1,1,,"ulice Milady Horákové, Letná",,0
U163P8,U163S1E8,U163N10,2,1,,,,0
U163P9,U163N8,U163S1E6,4,0,20,,,0
U163P10,U163N9,U163S1E5,4,0,20,,,0
U163P11,U163S1E5,U163N9,2,1,,,,0
U163P12,U163S1E6,U163N8,2,1,,,,0
U163P14,U163N4,U163N2,1,1,,,"ulice Milady Horákové, Dejvická, Bubenečská, Praha - Dejvice",0
U163P15,U163S1E4,U163N3,2,1,,,"Petřiny, Střešovice, Břevnov, Vypich",0
U163P16,U163S1E3,U163N4,2,1,,,"Holešovice, centrum, Letná, Žižkov, Strašnice, Malostranská, Barrandov",0
U163P17,U163S1E1,U163N6,2,1,,,"Pražský hrad, Královský letohrádek, Loretánské náměstí",0
U163P18,U163N3,U163N7,1,1,,"Dejvická, Bubenečská",,0
U163P19,U163N1,U163N13,4,1,120,"Ulice Milady Horákové, Tram, Bus, Praha - Dejvice",,0
U163P20,U163S1E7,U163N11,5,1,65,,,1
U163P21,U163N2,U163N12,1,1,,"ulice Milady Horákové, ulice Badeniho, Letná, Špejchar",,0
U163P22,U163S1E2,U163N12,2,1,,,"ulice Milady Horákové, ulice Badeniho, Letenská pláň",0
U163P23,U163N2,U163N6,1,1,,"Pražský hrad, Královský letohrádek, Loretánské náměstí",,0
U163P24,U163N2,U163N3,1,1,,"ulice Milady Horákové, Dejvická, Bubenečská, Praha - Dejvice",,0
U209P2,U209K2B2,U209N1,1,1,,E1 - E5 náměstí Jiřího z Poděbrad,,0
U209P3,U209K1B4,U209N1,1,1,,E1 - E5 náměstí Jiřího z Poděbrad,,0
U209P4,U209N1,U209N2,4,1,100,,,0
U209P5,U209N3,U209S1E1,4,0,30,"E1 náměstí Jiřího z Poděbrad, ulice Slavíkova",,0
U209P6,U209S1E1,U209N3,2,1,,,"E1 náměstí Jiřího z Poděbrad, ulice Slavíkova",0
U209P7,U209S1E2,U209N6,2,1,,,,0
U209P8,U209S1E3,U209N4,2,1,,,"E3 sady Svatopluka Čecha, ulice Šumavská",0
U209P9,U209S1E4,U209N4,2,1,,,"E4 ulice Vinohradská, ulice Slezská",0
U209P10,U209S1E5,U209N5,4,0,30,,,0
U209P11,U209S1E5,U209N5,2,1,,,,0
U209P12,U209N2,U209N7,1,1,,,,0
U209P13,U209N3,U209N4,1,1,,"E2 - E5 náměstí Jiřího z Poděbrad, ulice Vinohradská, ulice Korunní",,0
U209P14,U209N4,U209N5,1,1,,,"E5 náměstí Jiřího z Poděbrad, ulice Vinohradská",0
U209P15,U209N4,U209N6,1,1,,"E2 ulice Vinohradská, ulice Mánesova",,0
U360P2,U360K2B3,U360N1,1,1,,"E1, ul. Klárov, Valdštejnská, Pražský hrad, TRAM Újezd, Pražský hrad, Pohořelec, BUS Nemocnice pod Petřínem",,0
U360P3,U360K1B3,U360N1,1,1,,"E1, ul. Klárov, Valdštejnská, Pražský hrad, TRAM Újezd, Pražský hrad, Pohořelec, BUS Nemocnice pod Petřínem",,0
U360P5,U360S1E1,U360N4,1,1,,,"E1, TRAM, BUS",0
U360P6,U360N3,U360N2,6,0,,,,0
U360P7,U360N1,U360N2,4,1,85,,,0
U360P8,U360N3,U360N4,4,1,30,,,0
U306P1,U306S1E1,U306N6,1,1,,,E1,0
U306P2,U306S1E2,U306N7,1,1,,,E2,0
U306P3,U306K2B1,U306N2,1,1,,E1 - E6,,0
U306P4,U306K2B1,U306N1,1,1,,Výtah,,0
U306P5,U306K1B5,U306N3,1,1,,,,0
U306P6,U306K1B5,U306N4,1,1,,,,0
U306P21,U306S1E6,U306N11,6,0,,,,0
U306P8,U306N10,U306N6,1,1,,,,0
U306P9,U306S1E3,U306N7,1,1,,,E3,0
U306P10,U306N1,U306N8,5,1,60,,,0
U306P11,U306N3,U306N9,5,1,60,,,0
U306P12,U306N2,U306N8,4,1,23,,,0
U306P13,U306N4,U306N9,4,1,23,,,0
U306P14,U306S1E5,U306N6,2,1,,,E5,0
U306P15,U306S1E4,U306N7,2,1,,,E4,0
U306P16,U306N6,U306N7,1,1,,E2 - E4,,0
U476P1,U476N1,U476N5,4,1,140,,,0
U476P2,U476K2B2,U476N1,1,1,,"E1- E4 náměstí Míru, ul. Francouzská",,0
U476P3,U476K1B4,U476N1,1,1,,"E1- E4 náměstí Míru, ul. Francouzská",,0
U476P4,U476N2,U476N3,1,1,,"E2 - E4 nám. Míru, ul. Francouzská",,0
U476P5,U476N2,U476N4,1,1,,"E1 ul. Vinohradská, Slezská",,0
U476P6,U476S1E1,U476N4,2,1,,,,0
U476P7,U476S1E2,U476N3,2,1,,,E2 náměstí Míru,0
U476P8,U476S1E3,U476N3,2,1,,,E3 ulice Francouzská,0
U476P9,U476S1E4,U476N3,2,1,,,E4 ulice Korunní,0
U507P3,U507K1B1,U507N1,1,1,,E1,,0
U507P4,U507K2B5,U507N1,1,1,,E1,,0
U507P5,U507K2B2,U507N2,1,1,,E2,,0
U507P6,U507K1B4,U507N2,1,1,,E2,,0
U507P7,U507N2,U507N3,5,1,110,,,1
U507P8,U507S1E4,U507N4,5,1,60,,,1
U507P9,U507N7,U507N5,1,1,,,,0
U507P10,U507N4,U507N7,1,1,,,,0
U507P11,U507S1E3,U507N5,2,1,,,,0
U953P1,U953K1B2,U953N1,1,1,,,E1 - E4 ul. Na Padesátém,0
U953P7,U953N1,U953N3,2,1,,E1 - E4,,0
U953P9,U953N3,U953N4,1,1,,,,0
U953P10,U953N4,U953N5,2,1,,,,0
U953P11,U953N6,U953N5,6,0,,,,0
U953P12,U953N6,U953N7,1,1,,"E1 - E2 ul. Na Padesátém, Žernovská",,0
U953P13,U953N6,U953N9,1,1,,"E3 - E4 ul. Na Padesátém, Vyžlovská",,0
U953P14,U953S1E41,U953N9,1,1,,,E4 rampa/Ramp,0
U953P15,U953N7,U953S1E11,1,1,,,E1 rampa/Ramp,0
U953P16,U953S1E4,U953N9,2,1,,,"E4 BUS Malešice, Žižkov",0
U953P17,U953S1E3,U953N9,2,1,,,E3 ul. Vyžlovská,0
U953P18,U953S1E1,U953N7,2,1,,,E1 ul. Na Padesátém,0
U953P19,U953S1E2,U953N7,2,1,,,E2 ul.Žernovská,0
U953P20,U953S1E5,U953N8,5,1,150,,,1
U703P2,U703K1B4,U703N1,1,1,,"E1 - E3, Staroměstské nám., ul. Kaprova, ul. Křižovnická, nám. Jana Palacha",,0
U703P3,U703K2B2,U703N1,1,1,,"E1 - E3, Staroměstské nám., ul. Kaprova, ul. Křižovnická, nám. Jana Palacha",,0
U703P4,U703N1,U703N3,4,1,80,,,0
U703P5,U703S1E1,U703N2,2,1,,,"E1 náměstí Jana Palacha, Rudolfinum, ulice 17. listopadu",0
U703P6,U703S1E2,U703N2,2,1,,,"E2 ulice Křižovnická, Karlův most, Klementinum, Národní divadlo",0
U703P7,U703S1E3,U703N2,2,1,,,"E3 Staroměstské náměstí, ulice Kaprova, Mariánské náměstí, Josefov",0
U703P8,U703N2,U703N4,1,1,,,,0
U713P2,U713K1B1,U713N1,1,1,,"E1 - E2 ulice Starostrašnická, V Olšinách",,0
U713P3,U713K2B5,U713N1,1,1,,"E1 - E2 ulice Starostrašnická, V Olšinách",,0
U713P4,U713N1,U713N2,2,1,,,,0
U713P5,U713N1,U713N2,5,1,100,,,1
U713P6,U713N4,U713N3,1,1,,,,0
U713P7,U713S1E2,U713N4,1,1,,,E2 ulice V Olšinách,0
U713P8,U713S1E1,U713N4,1,1,,,E1 ulice Starostrašnická,0
U713P9,U713S1E3,U713N3,2,1,,,,0
U462P1,U462S1E1,U462N2,5,1,50,-1,E7,1
U462P2,U462N2,U462N3,5,1,50,,,1
U462P3,U462N3,U462N4,5,1,50,,,1
U462P4,U462S1E1,U462N4,5,1,150,-6,E7,1
U462P5,U462N7,U462N8,1,1,,"E1-E4 ul. Evropská, Vokovická",,0
U462P6,U462N8,U462N9,1,1,,,,0
U462P8,U462K1B5,U462N1,1,1,,"E1 - E6 ul. Evropská, Vokovická",,0
U462P9,U462K2B1,U462N1,1,1,,"E1 - E6 ul. Evropská, Vokovická",,0
U462P10,U462N5,U462N6,1,1,,,,0
U462P11,U462N7,U462N10,1,1,,"E6, E7 ulice Evropská",,0
U462P12,U462N1,U462N11,4,1,40,,,0
U462P13,U462N6,U462N7,4,1,25,,,0
U462P14,U462N1,U462N12,1,1,,E7,,0
U462P15,U462S1E7,U462N10,2,1,,,"E6 ulice Evropská, Červený Vrch",0
U462P16,U462S1E5,U462N8,2,1,,,"E4 ulice Evropská, ulice José Martího",0
U462P17,U462S1E4,U462N9,2,1,,,E3 Vozovna Vokovice,0
U462P18,U462S1E3,U462N9,2,1,,,"E2 Evropská ulice, ulice Na Luzích",0
U462P19,U462S1E2,U462N9,2,1,,,E1 ulice Vokovická,0
U462P20,U462N7,U462S1E6,4,0,20,,E5 Letiště/Airport,0
U921P2,U921K1B4,U921N1,1,1,,"E1 - E6, ul. Vinohradská, J. Želivského",,0
U921P3,U921K2B2,U921N1,1,1,,"E1 - E6, ul. Vinohradská, J. Želivského",,0
U921P4,U921N1,U921N7,4,1,55,,,0
U921P5,U921N2,U921N4,1,1,,"E1 - E2, ulice Izraelská, Don Giovani",,0
U921P6,U921N5,U921N4,1,1,,,"E2 ulice Izraelská, BUS",0
U921P7,U921N2,U921N3,1,1,,"E4, E5, E6 ul. Vinohradská",,0
U921P8,U921N3,U921N6,1,1,,,,0
U921P9,U921S1E3,U921N2,2,1,,,"E3 ulice Jana Želivského, Olšanské hřbitovy",0
U921P10,U921S1E5,U921N6,2,1,,,"E5 u. Vinohradská, H FN Král. Vinohrady",0
U921P11,U921S1E6,U921N3,2,1,,,"E6 ulice Vinohradská, TRAM, BUS",0
U921P12,U921S1E4,U921N6,2,1,,,E4 ul.Votická,0
U921P13,U921S1E21,U921N5,2,1,,,,0
U921P14,U921S1E2,U921N5,2,1,,,,0
U921P15,U921S1E1,U921N4,2,1,,,"E1 ulice Izraelská, ulice Vinohradská",0
U921P16,U921S1E1,U921N4,4,0,25,,"E1 ulice Izraelská, ulice Vinohradská",0
U921P17,U921N2,U921S1E3,4,0,25,"E3 ulice Jana Želivského, Olšanské hřbitovy",,0
U953P29,U953N19,U953K2B1,1,1,,,,0
U953P3,U953K2B4,U953N1,1,1,,,E1 - E4 ul. Na Padesátém,0
U703P9,U703N3,U703N4,7,0,,,,0
U703P10,U703N4,U703N3,6,0,,,,0
U321P14,U321N11,U321N10,1,1,,,,0
U321P27,U321N10,U321N13,6,0,,,,0
U321P35,U321N15,U321N9,7,0,,,,0
U321P34,U321N9,U321N15,6,0,,,,0
U321P37,U321N6,U321N14,1,1,,,,0
U157P24,U157N11,U157N2,1,1,,"Evropská, Africká, Lift",,0
U157P23,U157N2,U157S1E12,2,1,20,Evropská ulice,,0
U157P26,U157N11,U157N10,6,0,,,,0
U157P27,U157N9,U157N12,6,0,,,,0
U462P21,U462N12,U462N4,7,0,,,,0
U462P22,U462N4,U462N12,6,0,,,,0
U462P24,U462N5,U462N13,6,0,,,,0
U462P26,U462N2,U462N10,1,1,,,,0
U462P27,U462N13,U462N11,1,1,,,,0
U507P1,U507N6,U507N1,4,1,120,,,0
